threshold,tp,fp,fn,tn,precision,recall,f1,fn_loss,fp_loss,total_cost,savings
0.22361152882205512,3566,26384,498,87660,0.11906510851419032,0.8774606299212598,0.20967836773093435,5590287.675,89698773.22500001,95289060.9,-37348642.34
0.2261127819548872,3562,26085,502,87959,0.12014706378385671,0.8764763779527559,0.21132568004508914,5640912.675,88867282.22500001,94508194.9,-36567776.34
0.2286140350877193,3555,25793,509,88251,0.1211326155104266,0.874753937007874,0.21279779719861125,5801390.925000001,87902841.547,93704232.472,-35763813.912
0.23111528822055138,3548,25501,516,88543,0.12213845571276119,0.8730314960629921,0.2142964998641017,6019540.824999999,86922369.97100002,92941910.79600002,-35001492.23600002
0.23361654135338344,3544,25195,520,88849,0.12331674727721911,0.8720472440944882,0.2160777977623998,6071595.61,85941401.46100001,92012997.07100001,-34072578.51100001
0.23611779448621553,3543,24924,521,89120,0.12445990093792812,0.8718011811023622,0.21782299960038115,6090941.359999999,85066956.609,91157897.969,-33217479.408999994
0.23861904761904762,3536,24649,528,89395,0.1254568032641476,0.8700787401574803,0.21929362150764364,6335267.86,84081563.686,90416831.546,-32476412.986
0.24112030075187968,3528,24382,536,89662,0.12640630598351846,0.8681102362204725,0.22067930193282043,6595455.11,83157216.152,89752671.262,-31812252.701999992
0.24362155388471177,3527,24112,537,89932,0.12760953724809146,0.8678641732283464,0.222502602277387,6623470.86,82401973.303,89025444.163,-31085025.603
0.24612280701754385,3522,23836,542,90208,0.12873748081000072,0.8666338582677166,0.22417414550315065,6672276.609999999,81477081.926,88149358.536,-30208939.975999996
0.24862406015037594,3518,23576,546,90468,0.1298442459585148,0.8656496062992126,0.22581680467295717,6701417.945,80510559.73300001,87211977.678,-29271559.118
0.25112531328320803,3515,23336,549,90708,0.13090760120665898,0.8649114173228346,0.22739770338023613,6722492.945,79717554.986,86440047.931,-28499629.370999992
0.2536265664160401,3511,23098,553,90946,0.13194783719794054,0.8639271653543307,0.228930981645095,6772268.2,78936623.912,85708892.112,-27768473.552
0.25612781954887215,3502,22847,562,91197,0.13290826976355838,0.8617125984251969,0.23029625489100053,6914704.699999999,78129630.021,85044334.721,-27103916.161
0.25862907268170426,3499,22591,565,91453,0.13411268685320046,0.8609744094488189,0.23207534655435433,6934079.7,77248989.14400001,84183068.84400001,-26242650.28400001
0.2611303258145363,3494,22365,570,91679,0.13511736726091497,0.859744094488189,0.23353273401731112,6965440.305,76617763.306,83583203.611,-25642785.051
0.26363157894736844,3490,22124,574,91920,0.13625361130631686,0.8587598425196851,0.23519105060987938,6989016.265000001,75851471.466,82840487.731,-24900069.171000004
0.2661328320802005,3481,21876,583,92168,0.1372796466458966,0.8565452755905512,0.236633697019136,7118705.145,75113917.332,82232622.477,-24292203.916999996
0.26863408521303256,3475,21633,589,92411,0.13840210291540544,0.8550688976377953,0.2382421500068559,7195530.895,74339365.854,81534896.749,-23594478.188999996
0.2711353383458647,3470,21370,594,92674,0.13969404186795492,0.8538385826771654,0.24010517575422086,7352300.16,73267325.722,80619625.882,-22679207.321999997
0.27363659147869673,3465,21139,599,92905,0.14083075922614208,0.8526082677165354,0.24173294265383002,7475369.22,72403986.66700001,79879355.88700001,-21938937.327000007
0.2761378446115288,3457,20934,607,93110,0.14173260628920503,0.8506397637795275,0.24298014408715515,7538004.3149999995,71805392.977,79343397.292,-21402978.731999993
0.2786390977443609,3456,20686,608,93358,0.14315301134951536,0.8503937007874016,0.24505424377791957,7550635.0649999995,70935176.3,78485811.365,-20545392.804999992
0.28114035087719297,3450,20476,614,93568,0.14419460001671822,0.8489173228346457,0.2465166130760986,7587218.585,70240476.754,77827695.33899999,-19887276.778999984
0.28364160401002503,3442,20274,622,93770,0.14513408669252825,0.8469488188976378,0.2478041756659467,7699170.085000001,69616134.398,77315304.48300001,-19374885.923000008
0.28614285714285714,3434,20034,630,94010,0.1463269132435657,0.84498031496063,0.24945517942757517,7836623.880000001,68856121.449,76692745.329,-18752326.768999994
0.2886441102756892,3430,19829,634,94215,0.1474697966378606,0.843996062992126,0.2510705266625187,7865212.205,68246602.012,76111814.217,-18171395.65699999
0.2911453634085213,3425,19618,639,94426,0.14863516035238467,0.8427657480314961,0.25270225403032426,7929574.654999999,67524952.357,75454527.012,-17514108.451999992
0.2936466165413534,3418,19421,646,94623,0.14965628967993344,0.8410433070866141,0.2540980559788871,8090576.25,66931082.342,75021658.59200001,-17081240.032000005
0.29614786967418544,3412,19231,652,94813,0.15068674645585833,0.8395669291338582,0.2555135357771371,8210926.505,66369411.274000004,74580337.779,-16639919.218999997
0.29864912280701755,3406,19024,658,95020,0.15185020062416407,0.8380905511811023,0.25711481844946027,8378178.23,65732853.82900001,74111032.05900002,-16170613.499000013
0.3011503759398496,3402,18813,662,95231,0.15313977042538826,0.8371062992125984,0.25891396171848247,8424123.98,65098455.739000015,73522579.71900001,-15582161.15900001
0.3036516290726817,3396,18631,668,95413,0.15417442229990466,0.8356299212598425,0.2603196504541796,8478756.23,64377624.708000004,72856380.93800001,-14915962.378000006
0.3061528822055138,3386,18449,678,95595,0.15507213189832836,0.8331692913385826,0.2614772771149465,8599994.415,63827984.86700001,72427979.282,-14487560.722000003
0.30865413533834585,3380,18227,684,95817,0.1564307863192484,0.8316929133858267,0.26333216469946635,8662208.325,63177791.17899999,71839999.504,-13899580.94399999
0.31115538847117796,3371,18033,693,96011,0.157493926368903,0.8294783464566929,0.2647243599811528,8726893.37,62429294.78400001,71156188.15400001,-13215769.594000012
0.31365664160401,3364,17849,700,96195,0.15858200160279073,0.827755905511811,0.26617082723424457,8897309.055,61730569.447000004,70627878.502,-12687459.942000002
0.3161578947368421,3352,17670,712,96374,0.15945200266387594,0.8248031496062992,0.2672406920194531,9214851.095,60990539.28900001,70205390.38400002,-12264971.824000016
0.3186591478696742,3342,17481,722,96563,0.16049560582048697,0.8223425196850394,0.2685739542733154,9649458.184999999,60279275.727,69928733.912,-11988315.351999998
0.32116040100250626,3334,17288,730,96756,0.16167200077587043,0.8203740157480315,0.2701126144373329,9777945.585,59763507.488000005,69541453.07300001,-11601034.513000011
0.3236616541353383,3329,17070,735,96974,0.16319427422912888,0.8191437007874016,0.27216612843886684,9844190.530000001,59135101.06999999,68979291.6,-11038873.039999992
